TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
com.esri.geoportal.base.util.Val,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9248369690647182,577,504
com.esri.geoportal.base.util.Val,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9058535319919219,579,489
