TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
com.algorand.algosdk.algod.client.JSON,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.6073197765021503,424,257
com.algorand.algosdk.algod.client.JSON,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5025711869254745,424,229
com.algorand.algosdk.templates.HTLC,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.6868153364632238,99,67
com.algorand.algosdk.templates.HTLC,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.6868153364632238,99,67
com.algorand.algosdk.templates.HTLC,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.6868153364632238,99,67
com.algorand.algosdk.templates.HTLC,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.6908333333333333,104,72
