TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
com.car.account.web.common.utils.ZipUtil,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7288264887848521,465,290
