TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
cn.qs.utils.format.MyNumberUtils,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9166666666666666,80,71
cn.qs.utils.format.MyNumberUtils,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9166666666666666,81,73
