TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
com.esri.geoportal.base.util.Val,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9419848700356983,586,528
com.esri.geoportal.base.util.Val,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.927540946192176,586,514
com.esri.geoportal.base.util.Val,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.932273182642606,578,512
com.esri.geoportal.base.util.Val,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9135474645681,579,496
